en,zh,pred,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
So the question you want to ask is:  How come? Why? What is it about them?,所以你会问 这是怎么回事？他们到底有什么特点？,你 可 能 会 问 的 问 题 是 : 为 什 么 ? ? ? ? ? ? ? ? ?,5.406502668979588,0.5807965397834778,0.5792518258094788,0.5823496580123901,21
"And Peter likes to say that  none of the kids spend any time  trying to be CEO of Spaghetti, Inc. Right?",Peter喜欢这样说： “因为没有任何孩子企图做 意大利面条公司的总裁。” 是的,"彼 得 彼 得 , 说 , 孩 子 孩 子 , , 时 间 , C E O , , 对 吧 ?",2.39332745532209,0.5695728659629822,0.6084328889846802,0.5353786945343018,25
They don't spend time jockeying for power.,他们没在争夺权力上花任何时间,他 们 花 时 间   ⁇     ⁇   。,7.80152171018653,0.7045505046844482,0.7652426362037659,0.6527780294418335,9
But there's another reason as well.,但是其中还有另一个原因,还 有 另 一 个 原 因 。,57.793909077763935,0.845345675945282,0.8966788053512573,0.7995717525482178,8
"And the reason is that business students are trained  to find the single right plan, right?",因为商学院的学生受过的专业训练是 去寻找一个正确的计划,"原 因 是 , 学 生 学 生 训 练 , , 对 吧 ?",4.106207754690585,0.6065144538879395,0.6367301940917969,0.57903653383255,19
And then they execute on it.,然后他们按照计划执行,"然 后 , 他 们 把 它   ⁇   。 。",11.868405219520975,0.7093195915222168,0.7249836921691895,0.6943180561065674,7
"And then what happens is, when they put the marshmallow on the top,  they run out of time and what happens?",然而事实是， 当他们把棉花糖放到顶部时 他们用完了有限的时间，然后呢,"然 后 发 生 了 什 么 , 当 他 们 把   ⁇   放 在 上 面 时 , 发 生 了 什 么 ?",9.37897174195406,0.6976718902587891,0.7105776071548462,0.6852267384529114,25
It's a crisis.,危机就降临了,这 是 个 危 机 。,16.233395773754953,0.7245135307312012,0.7184540033340454,0.7306762337684631,5
Sound familiar? Right.,听着很熟悉吧？是的。,熟 悉 熟 悉 ? ?,8.334503290277123,0.5955920219421387,0.6463586688041687,0.5522193908691406,5
"What kindergarteners do differently  is that they start with the marshmallow,  and they build prototypes, successive prototypes,  always keeping the marshmallow on top,  so they have multiple times to fix when they build prototypes along the way.",幼儿园的孩子的做法不一样 他们从棉花糖开始 他们先建一个样板模型， 然后不断在模型上加建， 其间总是让棉花糖保持在最上面 所以他们一直有很多机会去不断修正样板模型,"幼 儿 园 家 们 不 一 样 的 是 ,   他 们   ⁇     ⁇     ⁇   , , 原 型 模 型 , 原 型 模 型 原 型 ,   他 们 模 型 原 型 ,   ⁇     ⁇   , ,   ⁇     ⁇   , , ,   ⁇     ⁇   模 型 。",4.475743619556129,0.6412712335586548,0.6696735620498657,0.6151801347732544,46
Designers recognize this type of collaboration  as the essence of the iterative process.,于是设计者认识到这种合作是 这个互动过程中的重要因素,设 计 这 些 这 种 原 理 是     ⁇   的 过 程 。,4.962216812724836,0.6777030229568481,0.7112463712692261,0.64718097448349,15
"And with each version, kids get instant feedback  about what works and what doesn't work.",对每个版本，孩子都会迅速地得到反馈 他们知道什么行，什么不行,"每 个 版 本 版 本 , 孩 子 , , 反   ⁇   反   ⁇   , , 反   ⁇   工 作 。",9.72200871010173,0.6400539875030518,0.6765741109848022,0.60727459192276,19
"So the capacity to play in prototype is really essential,  but let's look at how different teams perform.",所以把握雏形的能力是真正的关键 让我们来看看不同的队伍是怎样表现的,"所 以 模 型 的 能 力 的 能 力 的 能 力 , 确 实 确 实 , ,   但 是 看 看 不 同 团 队 团 队 。",12.846497020051443,0.6810659170150757,0.705973744392395,0.6578556895256042,22
"So the average for most people is around 20 inches;  business schools students, about half of that;  lawyers, a little better, but not much better than that,  kindergarteners, better than most adults.",大多数人建的塔的平均高度是20英尺 商学院学生， 大概是一半 律师好一些， 但也好不到哪里去 幼儿园的孩子，比大多数的成年人要好,"所 以 , 大 部 分 人 , 2 0 英 尺 尺 , , , , , , , , , , , , , , , , , , 比 幼 儿 园 ,   比 比 幼 儿 园 ,   比 成 年 人 , 比 成 年 人 。",4.806122871219655,0.625734806060791,0.6327391862869263,0.6188837289810181,43
Who does the very best?,谁做得最好呢？,谁 最 好 的 ? ? ? ? ?,10.552670315936318,0.7119454145431519,0.6810058355331421,0.7458301186561584,6
"Architects and engineers, thankfully.",建筑师和工程师，谢天谢地。,"建 筑 师 工 程 师 和 工 程 师 ,",37.8391080753547,0.7829509377479553,0.8526171445846558,0.7238094806671143,6
Thirty-nine inches is the tallest structure I've seen.,我见过的最高的塔是39英寸,3 0 0 英 尺 高 的 直 径 是 最 的 最 高 结 构 。,11.203754340102181,0.6547107100486755,0.6517951488494873,0.6576523780822754,12
And why is it? Because they understand triangles  and self-reinforcing geometrical patterns  are the key to building  stable structures.,为什么呢？因为他们懂得三角形 和自我巩固的几何模式 是建筑 稳定结构的关键,"为 什 么 ? ? 因 为 他 们 明 白 , , 和   ⁇   的 结 构 模 式 , 结 构 的 结 构 的 结 构 的 结 构 的 结 构 。",13.342237066731009,0.7213870286941528,0.7285580635070801,0.7143557667732239,26
"So CEOs, a little bit better than average,  but here's where it gets interesting.",总裁们比平均水平稍好一些 但是有趣的是,"所 以 , C E O , 稍 微 多 ,   但 更 有 趣 , 有 趣",5.10809933294318,0.608457624912262,0.6241291165351868,0.593553900718689,19
"If you put you put an executive admin. on the team,  they get significantly better.",如果你在他们的小组里加一个行政助理 他们的成绩马上变得好很多,"如 果 你 加 入 一 个   ⁇     ⁇   , , 团 队 , , 得 到 更 高 的 。 。",6.614611027843924,0.62837815284729,0.6282742023468018,0.6284821033477783,19
"It's incredible. You know, you look around, you go, ""Oh, that team's going to win.""",这真是令人难以置信， 你四处看看， 你说：“那个小组会赢。”,"令 人 难 以 置 信 。 你 知 道 , 你 看 , , , , , 队 , 比 赛 , 比 赛 。 ”",20.06661988023449,0.6867353916168213,0.6820700764656067,0.691464900970459,25
You can just tell beforehand. And why is that?,你很早就知道， 为什么呢？,"你 刚 才 之 前 之 前 , 为 什 么 ? ?",12.35622127262679,0.6698338985443115,0.6708368062973022,0.6688340306282043,11
Because they have special skills  of facilitation.,因为他们有特殊的 简化技巧,因 为 他 们 有 能 力 分 工 能 力 。,31.702331385234313,0.7605699300765991,0.7637618780136108,0.7574045658111572,9
"They manage the process, they understand the process.",他们管理流程， 他们懂得流程,"他 们 管 理 过 程 过 程 ,   他 们 过 程 过 程 。",19.56475149792291,0.8046925067901611,0.8071392774581909,0.8022605180740356,10
And any team who manages  and pays close attention to work  will significantly improve the team's performance.,总之，任何一个小组积极管理并 专注于工作本身的话 小组的表现就有显著的提高,"而 团 队 团 队 , , , , , , 关 注 ,   去 提 升 提 升 团 队 团 队 提 升 。",1.215252971167374,0.6069107055664062,0.6347165703773499,0.5814387798309326,21
Specialized skills and facilitation skills  are the combination that leads to strong success.,特殊技能以及善于使用简便的手法 两者的结合带来了成功,技 能 技 巧 技 能 技 能 技 能 技 能 技 能 技 能 技 能 技 能,2.982188738832197,0.5589227080345154,0.6539911031723022,0.4879859387874603,15
"If you have 10 teams that typically perform,  you'll get maybe six or so that have standing structures.",如果你有10个队参加这个活动 其中大概有6个队可以搭建可以直立的结构,"如 果 你 1 0 个 团 队 , , , , 或 者 6 个 或 者 结 构 。",6.266307336274531,0.6507742404937744,0.6523509621620178,0.6492050290107727,22
And I tried something interesting.,我做了一个有趣的尝试,我 尝 试 了 一 些 有 意 思 的 事 。,11.016798394984653,0.8074217438697815,0.7972817420959473,0.8178229331970215,6
"I thought, let's up the ante, once.",我想， 我们不妨来赌一次,"我 想 , 让 我 们 先 一 次 一 次 。",11.731175160263996,0.7505584955215454,0.7503911256790161,0.7507258653640747,11
"So I offered a 10,000 dollar prize of software to the winning team.",所以我就提供了价值10万美元的软件给得胜的小组,所 以 我 给 了 一 个 元 奖 金 奖 的 奖 奖 奖 。,7.732918301443746,0.6659154891967773,0.6674501895904541,0.6643878221511841,14
So what do you think happened to these design students?,你猜猜那些学设计的学生们会有什么样的反应？,那 么 这 些 这 些 学 生 这 些 呢 ?,4.78412514600175,0.6078018546104431,0.6602862477302551,0.5630466938018799,11
What was the result?,结果如何？,结 果 结 果 是 什 么 呢 ? ?,8.392229812593097,0.7769079804420471,0.7620937824249268,0.792309582233429,5
Here's what happened:  Not one team had a standing structure.,这就是结果 没有一个小组完成了一个站立的建筑,"这 里 发 生 了 什 么 ,   不 是 一 个 团 队 有 一 个 结 构 。",9.87398498012017,0.6523371934890747,0.6504607200622559,0.6542244553565979,14
"If anyone had built, say, a one inch structure,  they would have taken home the prize.",哪怕任何一个小组完成一个一英寸的建筑 他们就可以把奖杯捧回去,"如 果 有 人 有 人 建 , , , 有 一 个 , 结 构 ,   他 们   ⁇   回 家 。",3.970805824862484,0.6282675862312317,0.6260097026824951,0.6305418014526367,21
"So, isn't that interesting? That high stakes  have a strong impact.",所以，很有意思的是 高额奖金会有很大的影响。,"所 以 , 那 很 有 趣 ? ? 高 高 ?",4.78412514600175,0.6501535177230835,0.6783190965652466,0.6242336630821228,16
We did the exercise again with the same students.,之后我们在同样的学生中又重复了这个活动,我 们 同 样 相 同 的 学 生 做 同 样 的 学 生 。,21.83001081678752,0.7245832085609436,0.7744173407554626,0.6807750463485718,10
What do you think happened then?,你猜猜结果怎样？,你 觉 得 发 生 了 什 么 ? ?,4.196114906296549,0.6717766523361206,0.6667824983596802,0.6768462657928467,7
So now they understand the value of prototyping.,这回他们知道了做样版模型的价值,现 在 他 们 了 解 了 。,5.095335964988335,0.6946849822998047,0.744747519493103,0.6509289741516113,9
So the same team went from being the very worst  to being among the very best.,所以最差的那个小组 成为了最好的小组,所 以 团 队 团 队 从 最 最 最 最 最 最 最 最 最 最 最 。,4.814971807094068,0.6184300184249878,0.6067557334899902,0.630562424659729,18
They produced the tallest structures in the least amount of time.,他们用最少的时间完成了最高的建筑,他 们 制 造 最 最 结 构 结 构 。,5.6578916063256015,0.6587648391723633,0.6912415027618408,0.6292029023170471,12
So there's deep lessons for us  about the nature of incentives and success.,这些对我们都有很深的教育意义 揭示了奖励和成功的本质,"所 以 对 于 自 然 教 训 , 教 训 , 教 训 。",1.6045264384659963,0.5754069685935974,0.5923703908920288,0.5593880414962769,16
"So, you might ask: Why would anyone  actually spend time writing a marshmallow challenge?",所以，你也许会问：怎么会有人 花时间写这么一个棉花糖的挑战,你 可 能 会 问 : :   为 什 么 人 们 愿 意 写 写   ⁇   ? ?,3.318166118968713,0.6877472400665283,0.7397158145904541,0.6426013112068176,18
"And the reason is, I help create  digital tools and processes  to help teams build cars and video games  and visual effects.",原因是我可以用 电子工具和流程 来帮助人们造汽车，电子游戏 和模拟视觉效果,"原 因 是 , , 帮 助 创 建 数 码 工 具 工 具   来 建 造 建 造 和 和 和 和 视 觉 和 视 觉 视 觉 效 应 。",9.32059611377004,0.731334924697876,0.7511624693870544,0.7125272750854492,27
And what the marshmallow challenge does  is it helps them identify the hidden assumptions.,而棉花糖的挑战教会我们 识别隐藏着的一些假设,"而   ⁇     ⁇   挑 战 在 于 , 它 们 假 设 他 们 假 设 线 索 线 索 。",5.684653076227407,0.6488655805587769,0.6572999954223633,0.6406448483467102,16
"Because, frankly,  every project has its own marshmallow, doesn't it?",因为， 坦白说 每个项目都有它们自己的棉花糖,"因 为 , , , , 项 目 项 目 , 自 己 的   ⁇     ⁇   , 不 是 吗 ?",9.936036078831878,0.6466481685638428,0.6602942943572998,0.6335546970367432,16
"The challenge provides a shared experience,  a common language,  a common stance to build the right prototype.",这个挑战提供了可以分享的经验 一种共同的语言 处理问题的通用方法,"共 同 共 同 共 同 经 历 , 共 同 共 同 语 言 , , 共 同 建 立 正 确 的 原 型 。",3.887279622270758,0.6118385195732117,0.6298004388809204,0.594872772693634,22
of this so simple exercise.,就是这个简单的练习,这 个 简 单 的 简 单 简 单 的 练 习 。,47.037095938668955,0.8233994841575623,0.8196284770965576,0.8272053003311157,6
And those of you who are interested  may want to go to MarshmallowChallenge.com.,可以给我们提供的有价值的经验 你们如果有兴趣 可以去marshmallowchallenge.com网站,那 些 有 兴 趣 的 人 想 要 想 想 要 火 星   ⁇     ⁇     ⁇   。,4.6626159758306,0.6150225400924683,0.6260741949081421,0.6043543815612793,15
It's a blog that you can look at  how to build the marshmallows.,这是一个你可以阅读的博客 告诉你怎样搭建棉花糖建筑,它 博 客 博 客   你 可 以 看 看 如 何   ⁇     ⁇     ⁇   。,6.943004032133319,0.6497995257377625,0.6817767024040222,0.62068772315979,16
There's step-by-step instructions on this.,那里有具体的步骤说明,这 是 一 步 步 行 的 指 令 。,4.990049701936832,0.6749347448348999,0.6839144825935364,0.6661878228187561,11
There are crazy examples from around the world  of how people tweak and adjust the system.,还有来自世界各地的稀奇古怪的例子 人们怎样调整系统,"疯 狂 的 例 子 的 例 子 ,   人 们 如 何 和   人 们 和 系 统 和 系 统 系 统 。",8.520293472883594,0.6446477174758911,0.6725543737411499,0.618964672088623,18
There's world records that are on this as well.,那里有世界记录,世 界 上 有 记 录 记 录 。,14.25876976452075,0.7592543959617615,0.7671453952789307,0.751524031162262,11
"And the fundamental lesson, I believe,  is that design truly is  a contact sport.",而我相信， 最根本的教意是： 设计其实是 一种交流运动,"我 相 信 基 本 的 教 训 ,   我 相 信   设 计 设 计 是 一 种 接 触 运 动 。",15.726637857788463,0.7712084054946899,0.7948273420333862,0.7489526271820068,19
"It demands that we bring all of our senses to the task,  and that we apply the very best of our thinking,  our feeling and our doing  to the challenge that we have at hand.",它要求我们把我们所有的神志都放到任务中 要求我们运用最佳的思维状态 我们的感知我们的行动 来迎接我们面对的挑战,"它 使 我 们 我 们 所 有 的 任 务 , 任 务 , , 我 们 我 们 最 好 的 思 考 , , 我 们 我 们 思 考 , , , , 我 们 自 己 。",11.87812587098759,0.66673743724823,0.6776261925697327,0.6561930179595947,41
"And sometimes, a little prototype of this experience  is all that it takes to turn us  from an ""uh-oh"" moment to a ""ta-da"" moment.",而有的时候， 一个小小的样板模型的经验 会帮助我们 将“糟了” 的那一刻变成了“”哈哈”的一刻,"有 时 , , , 经 历 , , , , 我 们 从 “ “ “   ⁇   的 时 刻 的 时 刻 ”",2.729058497568882,0.6576142311096191,0.6916452050209045,0.6267750263214111,36
And that can make a big difference.,那造成的结果是大不同的,也 可 以 改 变 很 大 的 改 变 。,4.456882760699063,0.620294451713562,0.6141234040260315,0.6265907287597656,8
Thank you very much.,谢谢你们,非 常 感 谢 。,10.682175159905848,0.7226727604866028,0.7181800603866577,0.7272219061851501,5
Let's pretend right here we have a machine.,让我们设想这里有一台机器，,让 我 们 假 装 机 器 。,13.835789444654154,0.7972484230995178,0.846400260925293,0.753491997718811,10
"A big machine, a cool, TED-ish machine,  and it's a time machine.",它是一个很大的，很酷的，很TED的机器， 它是一个时间机器。,"一 个 机 器 机 器 ,   一 个 机 器 , 机 器 的 机 器 机 器 机 器 机 器 机 器 机 器 机 器 机 器 机 器 机 器 。 机 器 机 器 机 器 机 器 。 机 器 机 器 机 器 机 器 。 机 器 机 器 机 器",4.7584037026681765,0.6619428396224976,0.6980240345001221,0.6294084191322327,20
And everyone in this room has to get into it.,这里每个人都要走进这个时间机器。,在 座 的 各 位 所 有 人 都 有 它 。,5.3707987537395825,0.6687444448471069,0.6953794956207275,0.6440746188163757,11
"And you can go backwards, you can go forwards;  you cannot stay where you are.",你可以选择返回过去或走到未来， 就是不能停在当下。,"你 可 以 你 可 以 走 , 你 可 以 走 下 去 , 你 可 以 不 能 你 的 地 方 。",8.165974140980245,0.6732310056686401,0.712158203125,0.6383388638496399,20
"And I wonder what you'd choose, because I've been asking my friends  this question a lot lately and they all want to go back.",我在想你们会怎么选，近来我问了我的朋友很多次这个问题， 他们的回答都是“回到过去”。,"我 好 奇 , ,   因 为 我 一 直 在 请 求 朋 友 , , , , 想 要 回 去 。",2.256927504955985,0.6320649981498718,0.6522746086120605,0.613070011138916,29
"I don't know. They want to go back before there were automobiles  or Twitter or ""American Idol.""",我不理解。他们说，要回到没有汽车、 没有twitter或《美国偶像》的年代。,"我 不 知 道 , 。 想 回 去 前 , , , , 推 特 , 《   ⁇   》",2.9075493517314692,0.6187975406646729,0.635312557220459,0.6031193733215332,23
I don't know.,我真的不理解。,我 不 知 道 。,9.423716574733431,0.7813219428062439,0.8134522438049316,0.7516334056854248,5
"I'm convinced that there's some sort of pull  to nostalgia, to wishful thinking.",我敢肯定，这里必然是有一些怀旧的情愫 或者是痴心妄想。,"我 相 信 确 信 ,   ⁇     ⁇     ⁇   , , 想 想   ⁇     ⁇   。",1.7227831347538063,0.5909942984580994,0.6101897954940796,0.5729696750640869,18
And I understand that.,这我也能理解。,我 明 白 。,8.9730240870212,0.714054524898529,0.7556563019752502,0.6767943501472473,5
"I'm not part of that crowd, I have to say.",但是我必须承认，我跟他们不是一伙的。,"我 的 一 员 , 我 , ,",2.2375594425769316,0.5675027966499329,0.614189863204956,0.5274121165275574,13
"I don't want to go back, and it's not because I'm adventurous.",我不想回到过去，不是因为我喜欢冒险，,"我 不 想 再 回 来 , , 因 为 我 太 重 了 。",13.998923433343181,0.7510281801223755,0.7652159929275513,0.7373570203781128,17
"It's because possibilities on this planet,  they don't go back, they go forward.",而是因为这个地球上的可能性， 不是走到过去可以获得的，你要走到未来。,"因 为 可 能 可 能 星 球 , , , , 回 来 , 前 进 。",3.1395128402645582,0.6322429776191711,0.6564671397209167,0.6097429394721985,19
"So I want to get in the machine, and I want to go forward.",也就是说，我想走进这个机器，走到未来。,"我 想 我 想 要 机 器 这 台 机 器 , 我 想 继 续 前 进 。",6.585833693600902,0.716496467590332,0.7589991092681885,0.6785016059875488,16
"This is the greatest time there's ever been on this planet  by any measure that you wish to choose:  health, wealth,  mobility, opportunity,  declining rates of disease ...",我们这个时代是最美好的时代， 不管你用何种方式来衡量，如： 健康、财富、 流动性、机遇、 患病率不断下降。,"这 是 有 史 以 来 有 史 以 来 最 有 史 以 来 最 , , , , 选 择 , 选 择 , 选 择 , , , , , , , , , , , , , , , ,",1.050460650938835,0.5146105289459229,0.5197166800498962,0.5096036195755005,38
There's never been a time like this.,从来没有过这么好的时代。,从 来 没 有 这 样 这 样 的 。,24.736929544091943,0.7719189524650574,0.79150390625,0.7532798051834106,9
"My great-grandparents died, all of them,  by the time they were 60.",我的曾祖父母 在60岁的时候就死去了。,"我 曾 曾 祖 父 , , , , 6 0 岁 6 0 岁",9.727485607152627,0.6219380497932434,0.628642201423645,0.6153753399848938,18
My grandparents pushed that number to 70.,我的祖父母70多岁就死了。,我 的 祖 父 母 们 数 量 到 了 7 0 7 0,27.824623288353134,0.7176703214645386,0.7135977745056152,0.7217895984649658,8
My parents are closing in on 80.,我的父母过世时是80几岁。,我 父 母 在 8 0 岁 。,10.017352164720721,0.767673134803772,0.8052375316619873,0.7334572672843933,8
So there better be  a nine at the beginning of my death number.,我希望我死去的时候 是在一个9数字开头的时候。,"所 以 , 9 九 分 之 一 死 亡",1.6633142482788623,0.5864478945732117,0.6115350127220154,0.5633379817008972,15
"But it's not even about people like us,  because this is a bigger deal than that.",但这不仅仅是关乎我们这些人的事情， 因为事实比我们自身大得多。,"然 而 , 甚 至 我 们 , ,   因 为 这 比 大 得 多 。",9.521281498003283,0.7096197605133057,0.7541003227233887,0.6700944304466248,20
A kid born in New Delhi today  can expect to live as long as the richest man in the world did 100 years ago.,今天在新德里出生的一个小孩 可以像100年前世界上最富的人,"在 德 里 德 里 德 里 , , , 预 期 寿 命 , 活 到 一 百 年 前 ,",4.507687376842983,0.6079155802726746,0.6317769289016724,0.5857910513877869,26
"Think about that, it's an incredible fact.",一样长寿命。 大家认真想想。这是个很了不起的事实啊。,"想 想 看 , 这 是 令 人 难 以 置 信 。",3.6703794807827537,0.64641934633255,0.6785352230072021,0.6172062754631042,10
And why is it true?,为什么会出现这样的事实呢？,为 什 么 ? ? ? ? ?,11.003198354717574,0.6204708218574524,0.6553288698196411,0.5891338586807251,6
Smallpox. Smallpox killed billions  of people on this planet.,是因为我们消灭了天花。 天花曾夺去了地球上数以亿计的人的生命。,"小 规 模 , , 地 球 上 , 地 球 上 数 百 万 人 死 于 。",7.861279279011607,0.6424478888511658,0.679470419883728,0.6092513799667358,12
It reshaped the demography of the globe  in a way that no war ever has.,它重塑了地球的人口布局， 这是任何战争也无法相比的。,"它 重 新 塑 造 了 世 界 , , , 没 有 战 争 。",4.5331303637404226,0.670229971408844,0.7268531322479248,0.6217913627624512,17
It's gone. It's vanished.,但今天它已被彻底消灭了。,"它 消 失 了 , 它 被 消 失 了 。",8.606119900909883,0.734826922416687,0.7940595149993896,0.6838178634643555,8
We vanquished it. Puff.,是人类铲除了它。,我 们   ⁇     ⁇     ⁇   。,5.815868174415823,0.6262419819831848,0.6509647965431213,0.6033283472061157,6
"In the rich world,  diseases that threatened millions of us just a generation ago  no longer exist, hardly.",在当今的富有社会里 仅仅一代人之前还给数百万人的生命带来威胁的疾病已经 几乎不再出现了。,"在 世 界 世 界 , 疾 病 , , 我 们 数 百 万 年 前 , , , , , , ,",3.7838263741960256,0.5759164094924927,0.5953143835067749,0.5577425956726074,23
