en,zh,pred,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
"But what really happens, most of the time,  is that the ""ta-da"" turns into an ""uh-oh,""  because the weight of the marshmallow causes the entire structure  to buckle and to collapse.",但是绝大多数时候，真正发生的是 “哈哈” 变成了“糟了” 因为棉花糖的重量把整个结构 给压散架了,"但 是 , , , , , , ,   ⁇     ⁇   ,   ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇  ",19.295735330964725,0.7460014820098877,0.7705466151237488,0.7229719161987305,46
"So there are a number of people  who have a lot more ""uh-oh"" moments than others,  and among the worst are recent graduates of business school.",有那么一些人 他们的“糟了”时刻比其他人多 其中最糟的是新毕业的商学院学生,"所 以 , ,   ⁇     ⁇     ⁇   ,   ⁇     ⁇     ⁇   , ,   ⁇   , , , ,   ⁇   ,",9.956611127608404,0.735607922077179,0.7428895235061646,0.7284676432609558,34
"They lie, they cheat, they get distracted  and they produce really lame structures.",他们说谎，他们欺骗，很容易受干扰 他们的建筑构造非常蹩脚,"他 们 他 们 他 们 他 们 他 们 他 们 他 们 他 们 ,   ⁇   , , ,   ⁇   。",3.3416458205245885,0.6927817463874817,0.7100364565849304,0.676345705986023,17
"And of course there are teams  that have a lot more ""ta-da"" structures,  and among the best are recent graduates of kindergarten.",当然也有一些团队 他们创造了更多的“哈哈”时刻 其中最好的，就是新毕业的幼儿园小朋友,"现 在 , , , , , , ,   ⁇   , ,   ⁇     ⁇   , ,",11.193331494642543,0.7459356188774109,0.7750735282897949,0.7189091444015503,30
And it's pretty amazing.,这个真是很神奇,它 。 。 。,29.05925408079185,0.9121048450469971,0.9268094897270203,0.8978594541549683,6
"As Peter tells us,  not only do they produce the tallest structures,  but they're the most interesting structures of them all.",正如PETER告诉我们的 他们不但造出了最高的建筑 而且他们搭建的结构也是最有趣的,", , , , , ,   ⁇   , , , , ,   ⁇   ,",32.41596329327749,0.8409276604652405,0.8450404405593872,0.8368546962738037,27
So the question you want to ask is:  How come? Why? What is it about them?,所以你会问 这是怎么回事？他们到底有什么特点？,为 什 么 什 么 呢 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,5.998547342539925,0.6721176505088806,0.679044246673584,0.6653308868408203,21
"And Peter likes to say that  none of the kids spend any time  trying to be CEO of Spaghetti, Inc. Right?",Peter喜欢这样说： “因为没有任何孩子企图做 意大利面条公司的总裁。” 是的,"然 后 , , , , , , , , , , , ?",18.803274529444643,0.7315885424613953,0.7834781408309937,0.6861451864242554,25
They don't spend time jockeying for power.,他们没在争夺权力上花任何时间,"他 们 它 们 , , , 。",8.972971553870872,0.7327353954315186,0.7589001655578613,0.7083146572113037,9
But there's another reason as well.,但是其中还有另一个原因,"但 , , , 。",64.33351856152976,0.9476124048233032,0.9791049361228943,0.9180827140808105,8
"And the reason is that business students are trained  to find the single right plan, right?",因为商学院的学生受过的专业训练是 去寻找一个正确的计划,"这 , 就 是 , , , , , , ?",10.66787457020353,0.7111935019493103,0.721794068813324,0.7008997201919556,19
And then they execute on it.,然后他们按照计划执行,他 们 他 们 他 们 。 。,32.01911827891038,0.8257097005844116,0.8594567179679871,0.7945126295089722,7
"And then what happens is, when they put the marshmallow on the top,  they run out of time and what happens?",然而事实是， 当他们把棉花糖放到顶部时 他们用完了有限的时间，然后呢,"他 们 , , , , ,   ⁇   , , , , , , ?",8.258048144562023,0.7412431836128235,0.7633956670761108,0.7203401327133179,25
It's a crisis.,危机就降临了,它 非 常 主 张 。,19.37692912686648,0.7233087420463562,0.7385767698287964,0.7086592316627502,5
Sound familiar? Right.,听着很熟悉吧？是的。,  ⁇   ? ?,14.628187563941408,0.6630605459213257,0.719475269317627,0.6148496866226196,5
"What kindergarteners do differently  is that they start with the marshmallow,  and they build prototypes, successive prototypes,  always keeping the marshmallow on top,  so they have multiple times to fix when they build prototypes along the way.",幼儿园的孩子的做法不一样 他们从棉花糖开始 他们先建一个样板模型， 然后不断在模型上加建， 其间总是让棉花糖保持在最上面 所以他们一直有很多机会去不断修正样板模型,"他 们 , , , , , , , , , , , , , , , , , , , , , , , , , , ,",7.212047313499844,0.6960939168930054,0.7083880305290222,0.6842191815376282,46
Designers recognize this type of collaboration  as the essence of the iterative process.,于是设计者认识到这种合作是 这个互动过程中的重要因素,"  ⁇   , ,   ⁇     ⁇     ⁇     ⁇   。",15.784759607120007,0.794070839881897,0.8184814453125,0.7710740566253662,15
"And with each version, kids get instant feedback  about what works and what doesn't work.",对每个版本，孩子都会迅速地得到反馈 他们知道什么行，什么不行,", , , , , , , , , , 。",11.718332789435596,0.7135281562805176,0.7381694316864014,0.6904789209365845,19
"So the capacity to play in prototype is really essential,  but let's look at how different teams perform.",所以把握雏形的能力是真正的关键 让我们来看看不同的队伍是怎样表现的,"所 以 , , , , , , , , , 。",13.423393480752615,0.7661555409431458,0.7567700147628784,0.7757768630981445,22
"So the average for most people is around 20 inches;  business schools students, about half of that;  lawyers, a little better, but not much better than that,  kindergarteners, better than most adults.",大多数人建的塔的平均高度是20英尺 商学院学生， 大概是一半 律师好一些， 但也好不到哪里去 幼儿园的孩子，比大多数的成年人要好,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",9.782602256634727,0.7123406529426575,0.7287704348564148,0.6966354846954346,43
Who does the very best?,谁做得最好呢？,那 什 么 呢 ? ? ?,8.51528917838043,0.7603198885917664,0.7859626412391663,0.7362974882125854,6
"Architects and engineers, thankfully.",建筑师和工程师，谢天谢地。,"  ⁇   和   ⁇   , , , 。",52.38375874705952,0.8343619108200073,0.8704399466514587,0.8011555671691895,6
Thirty-nine inches is the tallest structure I've seen.,我见过的最高的塔是39英寸,  ⁇     ⁇     ⁇     ⁇     ⁇   。,30.934588294313713,0.7901841998100281,0.7646679878234863,0.817462146282196,12
And why is it? Because they understand triangles  and self-reinforcing geometrical patterns  are the key to building  stable structures.,为什么呢？因为他们懂得三角形 和自我巩固的几何模式 是建筑 稳定结构的关键,为 什 么 什 么 呢 ? ?,42.275535155213376,0.8549560904502869,0.8763205409049988,0.8346084952354431,26
"So CEOs, a little bit better than average,  but here's where it gets interesting.",总裁们比平均水平稍好一些 但是有趣的是,"因 此 , , , , , , , , , , , 。",7.52421768074461,0.668725848197937,0.6424993276596069,0.697184681892395,19
"If you put you put an executive admin. on the team,  they get significantly better.",如果你在他们的小组里加一个行政助理 他们的成绩马上变得好很多,"如 果 你 你   ⁇     ⁇     ⁇     ⁇     ⁇   , ,",7.436056802128881,0.6692542433738708,0.7344348430633545,0.6147000789642334,19
"It's incredible. You know, you look around, you go, ""Oh, that team's going to win.""",这真是令人难以置信， 你四处看看， 你说：“那个小组会赢。”,"它 你 , 。 。 你 , 你 , , , , , ,",0.3269653562747845,0.6126343607902527,0.691519021987915,0.5499042868614197,25
You can just tell beforehand. And why is that?,你很早就知道， 为什么呢？,"你 , , , , ? ? ? ?",2.9859662827819125,0.5535839796066284,0.6016233563423157,0.5126491785049438,11
Because they have special skills  of facilitation.,因为他们有特殊的 简化技巧,"他 们 它 们 , , , 。",53.78454936756791,0.8584855198860168,0.8970054388046265,0.8231377601623535,9
"They manage the process, they understand the process.",他们管理流程， 他们懂得流程,"它 们 它 们 , , , 。",19.566761078768412,0.7715834975242615,0.7784504890441895,0.7648365497589111,10
And any team who manages  and pays close attention to work  will significantly improve the team's performance.,总之，任何一个小组积极管理并 专注于工作本身的话 小组的表现就有显著的提高,"  ⁇     ⁇   , , , , , , ,   ⁇     ⁇   。",3.956093134047252,0.7034792304039001,0.7216678857803345,0.686184823513031,21
Specialized skills and facilitation skills  are the combination that leads to strong success.,特殊技能以及善于使用简便的手法 两者的结合带来了成功,", 和 和 和 和   ⁇   , , , ,",4.035170365074486,0.6687294244766235,0.6965572834014893,0.6430397033691406,15
"If you have 10 teams that typically perform,  you'll get maybe six or so that have standing structures.",如果你有10个队参加这个活动 其中大概有6个队可以搭建可以直立的结构,"如 果 你 有 1 0 年 , , , , , ,",17.751705978585317,0.7185748815536499,0.7414617538452148,0.6970586180686951,22
And I tried something interesting.,我做了一个有趣的尝试,"我 认 为 , 。",21.200626759025184,0.8486070036888123,0.8396907448768616,0.8577145934104919,6
"I thought, let's up the ante, once.",我想， 我们不妨来赌一次,"我 , , , , , , , 。",11.355085821332205,0.7570701241493225,0.7623888850212097,0.7518250346183777,11
"So I offered a 10,000 dollar prize of software to the winning team.",所以我就提供了价值10万美元的软件给得胜的小组,"所 以 , 今 年 1 0 年 ,",18.479180899238614,0.7719588875770569,0.7885788083076477,0.7560251355171204,14
So what do you think happened to these design students?,你猜猜那些学设计的学生们会有什么样的反应？,那 么 什 么 呢 ? ?,20.77480808764338,0.7562722563743591,0.7557588815689087,0.7567863464355469,11
What was the result?,结果如何？,那 什 么 呢 ? ? ? ? ? ? ?,24.880469496253564,0.7992348074913025,0.8125137090682983,0.7863829731941223,5
Here's what happened:  Not one team had a standing structure.,这就是结果 没有一个小组完成了一个站立的建筑,"这 是 : 我 , ,   ⁇   。",4.545545587941097,0.6455384492874146,0.642851710319519,0.6482476592063904,14
"If anyone had built, say, a one inch structure,  they would have taken home the prize.",哪怕任何一个小组完成一个一英寸的建筑 他们就可以把奖杯捧回去,"如 果 , , , , , , , , , , ,   ⁇   ,",5.072624986933127,0.6802881956100464,0.6739979982376099,0.6866968870162964,21
"So, isn't that interesting? That high stakes  have a strong impact.",所以，很有意思的是 高额奖金会有很大的影响。,"那 么 , ? ?",8.3551771205213,0.6547794938087463,0.6424828767776489,0.66755610704422,16
We did the exercise again with the same students.,之后我们在同样的学生中又重复了这个活动,"我 们 ,   ⁇   。 。",20.964373852848375,0.7758874297142029,0.8103468418121338,0.7442392110824585,10
What do you think happened then?,你猜猜结果怎样？,为 什 么 什 么 呢 ? ?,5.693025330278465,0.6800234317779541,0.696355938911438,0.6644394397735596,7
So now they understand the value of prototyping.,这回他们知道了做样版模型的价值,"因 此 , 他 们 。",29.36128643212288,0.8181813359260559,0.8396215438842773,0.797808825969696,9
So the same team went from being the very worst  to being among the very best.,所以最差的那个小组 成为了最好的小组,"所 以 , , , , , 。",9.604706734275478,0.668778657913208,0.6714745759963989,0.666104257106781,18
They produced the tallest structures in the least amount of time.,他们用最少的时间完成了最高的建筑,"它 们   ⁇     ⁇     ⁇     ⁇   , ,",10.123734869668828,0.7309329509735107,0.7215046882629395,0.7406109571456909,12
So there's deep lessons for us  about the nature of incentives and success.,这些对我们都有很深的教育意义 揭示了奖励和成功的本质,"所 以 , 就 是 , , , , , 。",7.27321458982381,0.6606540083885193,0.6904448866844177,0.6333276033401489,16
"So, you might ask: Why would anyone  actually spend time writing a marshmallow challenge?",所以，你也许会问：怎么会有人 花时间写这么一个棉花糖的挑战,"但 是 如 果 你 , 问 , , ?",8.81561543671849,0.7709550857543945,0.7891795635223389,0.7535533308982849,18
"And the reason is, I help create  digital tools and processes  to help teams build cars and video games  and visual effects.",原因是我可以用 电子工具和流程 来帮助人们造汽车，电子游戏 和模拟视觉效果,"我 认 为 , , , , , , , 和 和 和 和 和   ⁇   和   ⁇   和   ⁇   。",23.792834359440928,0.8002836108207703,0.8083891272544861,0.7923389673233032,27
And what the marshmallow challenge does  is it helps them identify the hidden assumptions.,而棉花糖的挑战教会我们 识别隐藏着的一些假设,"这 是 , 就 是 ,   ⁇     ⁇     ⁇   。",24.712357274039515,0.8010004758834839,0.8237020373344421,0.7795166969299316,16
"Because, frankly,  every project has its own marshmallow, doesn't it?",因为， 坦白说 每个项目都有它们自己的棉花糖,"因 为 , , , , , , , , , ? ?",32.59889346257789,0.8611313700675964,0.8372175097465515,0.8864513635635376,16
"The challenge provides a shared experience,  a common language,  a common stance to build the right prototype.",这个挑战提供了可以分享的经验 一种共同的语言 处理问题的通用方法,"  ⁇   , , , , , , , , , , ,",32.3931589194668,0.7362768054008484,0.7482688426971436,0.7246630191802979,22
of this so simple exercise.,就是这个简单的练习,"这 个 , 。 。",10.129474235115733,0.6910748481750488,0.724513828754425,0.660586416721344,6
And those of you who are interested  may want to go to MarshmallowChallenge.com.,可以给我们提供的有价值的经验 你们如果有兴趣 可以去marshmallowchallenge.com网站,"这 你 你   ⁇   ,   ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇   。",3.648694183287919,0.6245460510253906,0.6454036831855774,0.6049942970275879,15
It's a blog that you can look at  how to build the marshmallows.,这是一个你可以阅读的博客 告诉你怎样搭建棉花糖建筑,"它 大 家 你 , , ,",17.342118155854287,0.8075633645057678,0.8263171911239624,0.7896419763565063,16
There's step-by-step instructions on this.,那里有具体的步骤说明,这 是   ⁇     ⁇     ⁇     ⁇   。,4.300847718252331,0.5921132564544678,0.5983596444129944,0.5859959125518799,11
There are crazy examples from around the world  of how people tweak and adjust the system.,还有来自世界各地的稀奇古怪的例子 人们怎样调整系统,", , , , , , , , , , ,",15.598549449189017,0.7001447081565857,0.7501946687698364,0.6563553810119629,18
There's world records that are on this as well.,那里有世界记录,"这 是 , , 。",27.77619034011791,0.7794132232666016,0.7311127185821533,0.8345470428466797,11
"And the fundamental lesson, I believe,  is that design truly is  a contact sport.",而我相信， 最根本的教意是： 设计其实是 一种交流运动,", , , , , , , 。",3.4886391383307505,0.7188087701797485,0.7663596868515015,0.6768139600753784,19
"It demands that we bring all of our senses to the task,  and that we apply the very best of our thinking,  our feeling and our doing  to the challenge that we have at hand.",它要求我们把我们所有的神志都放到任务中 要求我们运用最佳的思维状态 我们的感知我们的行动 来迎接我们面对的挑战,"我 们 , 我 们 , 我 们 , , , , , , , ,   我 们 我 们 ,   我 们 我 们 , , , ,",26.96393186003658,0.7983888983726501,0.797652542591095,0.7991265654563904,41
"And sometimes, a little prototype of this experience  is all that it takes to turn us  from an ""uh-oh"" moment to a ""ta-da"" moment.",而有的时候， 一个小小的样板模型的经验 会帮助我们 将“糟了” 的那一刻变成了“”哈哈”的一刻,", , , , , , , , , , , ,   ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇     ⁇  ",18.511036435147915,0.8046110272407532,0.8351671099662781,0.7762119770050049,36
And that can make a big difference.,那造成的结果是大不同的,"这 , 它 。",8.913765521398126,0.6830655932426453,0.6740769147872925,0.6922972202301025,8
Thank you very much.,谢谢你们,谢 谢 。 。 。,15.97357760615681,0.6968936920166016,0.7013381123542786,0.6925051808357239,5
Let's pretend right here we have a machine.,让我们设想这里有一台机器，,"这 是 , , , , 。",15.228763726734105,0.7440662980079651,0.7719643115997314,0.7181142568588257,10
"A big machine, a cool, TED-ish machine,  and it's a time machine.",它是一个很大的，很酷的，很TED的机器， 它是一个时间机器。,", , , , , , , , , , , , , , , , ,",10.315464511436875,0.7937009334564209,0.8279873132705688,0.762141227722168,20
And everyone in this room has to get into it.,这里每个人都要走进这个时间机器。,"而 , 在   ⁇   , , 。",28.1183489760765,0.7795475721359253,0.7995326519012451,0.7605372071266174,11
"And you can go backwards, you can go forwards;  you cannot stay where you are.",你可以选择返回过去或走到未来， 就是不能停在当下。,"你 可 以 你 , , , 你 , 你 , 你 你 。",8.302475485300015,0.6961530447006226,0.7300794124603271,0.665239691734314,20
"And I wonder what you'd choose, because I've been asking my friends  this question a lot lately and they all want to go back.",我在想你们会怎么选，近来我问了我的朋友很多次这个问题， 他们的回答都是“回到过去”。,"我 , 我 , , , 我 , 我 , , , , , , ,",13.53935749762141,0.7774960398674011,0.8061374425888062,0.750819981098175,29
"I don't know. They want to go back before there were automobiles  or Twitter or ""American Idol.""",我不理解。他们说，要回到没有汽车、 没有twitter或《美国偶像》的年代。,"我 不 知 道 他 们   ⁇     ⁇     ⁇   , ,   ⁇   , ,   ⁇     ⁇   ,",8.081813539961688,0.7390910983085632,0.7533352375030518,0.7253756523132324,23
I don't know.,我真的不理解。,我 不 知 道 没 有 。 。,8.9730240870212,0.7372379302978516,0.7686483860015869,0.7082937955856323,5
"I'm convinced that there's some sort of pull  to nostalgia, to wishful thinking.",我敢肯定，这里必然是有一些怀旧的情愫 或者是痴心妄想。,"我 , ,   ⁇   , , , , , , ,",1.8874650311598824,0.650033712387085,0.6681514382362366,0.6328727006912231,18
And I understand that.,这我也能理解。,"我 , 。 。",16.605579150202516,0.6430400013923645,0.6942322254180908,0.5988790988922119,5
"I'm not part of that crowd, I have to say.",但是我必须承认，我跟他们不是一伙的。,"我 , , , , , , , ,",4.410929085933151,0.6407898664474487,0.6676271557807922,0.6160268187522888,13
"I don't want to go back, and it's not because I'm adventurous.",我不想回到过去，不是因为我喜欢冒险，,"我 , 我 , , , , , 。",34.359897316319135,0.8519548773765564,0.8739780187606812,0.8310143947601318,17
"It's because possibilities on this planet,  they don't go back, they go forward.",而是因为这个地球上的可能性， 不是走到过去可以获得的，你要走到未来。,"它 们 不 知 道 它 , , , , , , , , 。",3.8451022497820593,0.6741185188293457,0.7157996892929077,0.6370244026184082,19
"So I want to get in the machine, and I want to go forward.",也就是说，我想走进这个机器，走到未来。,"因 此 , 我 , , , , 我 ,",5.102168949561351,0.6933804154396057,0.7341000437736511,0.656940758228302,16
"This is the greatest time there's ever been on this planet  by any measure that you wish to choose:  health, wealth,  mobility, opportunity,  declining rates of disease ...",我们这个时代是最美好的时代， 不管你用何种方式来衡量，如： 健康、财富、 流动性、机遇、 患病率不断下降。,"这 是 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",3.0831873597353865,0.6694521307945251,0.6828444004058838,0.6565751433372498,38
There's never been a time like this.,从来没有过这么好的时代。,这 是   ⁇   。 。,6.265199648711648,0.6945887804031372,0.7528266906738281,0.64471435546875,9
"My great-grandparents died, all of them,  by the time they were 60.",我的曾祖父母 在60岁的时候就死去了。,"  ⁇     ⁇     ⁇     ⁇   , , , , ,   ⁇   ,   ⁇     ⁇   。",14.025775160081468,0.7165539264678955,0.7199422121047974,0.7131973505020142,18
My grandparents pushed that number to 70.,我的祖父母70多岁就死了。,  ⁇     ⁇   。,35.967895947086795,0.8682281970977783,0.9048610925674438,0.8344460129737854,8
My parents are closing in on 80.,我的父母过世时是80几岁。,  ⁇     ⁇     ⁇     ⁇   。,8.125165710854512,0.7178743481636047,0.7347357273101807,0.7017694711685181,8
So there better be  a nine at the beginning of my death number.,我希望我死去的时候 是在一个9数字开头的时候。,"所 以 , 在   ⁇   , ,   ⁇     ⁇   。",4.33769073033058,0.6767347455024719,0.6967991590499878,0.6577935814857483,15
"But it's not even about people like us,  because this is a bigger deal than that.",但这不仅仅是关乎我们这些人的事情， 因为事实比我们自身大得多。,"但 , , , , , , , , , , 。",3.1008698326056634,0.6710390448570251,0.7032271027565002,0.6416685581207275,20
A kid born in New Delhi today  can expect to live as long as the richest man in the world did 100 years ago.,今天在新德里出生的一个小孩 可以像100年前世界上最富的人,"  ⁇   , , , , , , , , , , , , , 。",24.167528858618486,0.7896069288253784,0.7834104299545288,0.7959022521972656,26
"Think about that, it's an incredible fact.",一样长寿命。 大家认真想想。这是个很了不起的事实啊。,", , , , , 。",2.930714127191787,0.7012632489204407,0.7713239192962646,0.642870306968689,10
And why is it true?,为什么会出现这样的事实呢？,为 什 么 什 么 呢 ? ? ? ?,11.147892272337163,0.7299410700798035,0.7769179344177246,0.6883213520050049,6
Smallpox. Smallpox killed billions  of people on this planet.,是因为我们消灭了天花。 天花曾夺去了地球上数以亿计的人的生命。,"  ⁇     ⁇   , , , ,   ⁇   ,",3.622572761477584,0.6682426333427429,0.7486149072647095,0.6034549474716187,12
It reshaped the demography of the globe  in a way that no war ever has.,它重塑了地球的人口布局， 这是任何战争也无法相比的。,"它 由   ⁇   , , , 。",14.256747717620575,0.74381422996521,0.8789883852005005,0.6446738243103027,17
It's gone. It's vanished.,但今天它已被彻底消灭了。,它 。 。 。,2.845073863275343,0.6963897943496704,0.7930883169174194,0.6207088828086853,8
We vanquished it. Puff.,是人类铲除了它。,我 们   ⁇     ⁇     ⁇   。,5.876350803261633,0.6203279495239258,0.6484190821647644,0.5945695638656616,6
"In the rich world,  diseases that threatened millions of us just a generation ago  no longer exist, hardly.",在当今的富有社会里 仅仅一代人之前还给数百万人的生命带来威胁的疾病已经 几乎不再出现了。,", , , , , , , , , , , , , 。",7.706666545536138,0.7064629793167114,0.7198295593261719,0.6935837268829346,23
"Diphtheria, rubella, polio ...","白喉, 德国麻疹，小儿麻痹症都几乎不存在了。","  ⁇     ⁇   , , , , , , , , ,   ⁇   , ,",1.3967653161805977,0.545303225517273,0.586254894733429,0.5096992254257202,6
does anyone even know what those things are?,你们知道这些名字是什么意思吗？,那 什 么 呢 ? ? ? ? ? ? ?,22.162677325877667,0.748526394367218,0.7886790037155151,0.7122640609741211,9
"Vaccines, modern medicine,  our ability to feed billions of people,  those are triumphs of the scientific method.",疫苗和现代医学 以及人类为数百万人提供食品的能力， 这些都是科学方法的胜利。,"  ⁇   , , , , , , , , , , ,",17.784161004808386,0.7381829023361206,0.7667814493179321,0.7116408348083496,23
"And to my mind, the scientific method --  trying stuff out,  seeing if it works, changing it when it doesn't --  is one of the great accomplishments of humanity.",在我看来，科学方法 就是不断的尝试， 检验，改变的过程。 它本身也是人类最伟大的功绩之一。,"我 认 为 , , , , , , , , , , , , , , , , , , , 。",17.87689661068666,0.7019726634025574,0.6951678991317749,0.7089120149612427,37
So that's the good news.,所以这些都是好消息。,这 是 。 。 。,27.585129929794586,0.8005300164222717,0.8399010300636292,0.7646848559379578,7
"Unfortunately, that's all the good news  because there are some other problems, and they've been mentioned many times.",但不幸的是，好消息就这么多， 因为我们还遇到了其他一些难题，也被提到过很多次。,", , , , , , , , , , , , , , , , 。",13.696694879743175,0.7787016034126282,0.8149083852767944,0.7455753087997437,24
"And one of them is that  despite all our accomplishments,  a billion people go to bed hungry  in this world every day.",其中一个就是， 虽然我们取得了巨大的进步， 但是现在世界上还有10亿人吃不饱肚子， 每天，他们都在忍受饥饿的折磨。,"这 是 , , , , , , , , , , , 。",2.286042241177845,0.7053751945495605,0.7590884566307068,0.6587610840797424,27
"That number's rising, and it's rising really rapidly, and it's disgraceful.",这一数字还在上升，并且上升的速度很快。这是足以让我们丢脸的。,"这 是 , , , , , , , , , 。",4.680933717268756,0.7501367330551147,0.7974896430969238,0.7080921530723572,17
"And not only that, we've used our imagination  to thoroughly trash this globe.",不仅如此，人类的想象力 还给地球带来了巨大的垃圾。,"这 , , , , , , ,",12.59459119914827,0.701762855052948,0.7141371965408325,0.6898099780082703,17
"Potable water, arable land,  rainforests, oil, gas:  they're going away, and they're going away soon,  and unless we innovate our way out of this mess,  we're going away too.",饮用水、可耕地、 热带雨林、石油、天然气， 这些资源都在消失，并且消失的速度也很快。 除非我们懂得去创新， 否则我们就没有任何希望了。,"  ⁇   水   ⁇   , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",8.619186612437147,0.7541190385818481,0.780689001083374,0.7292981147766113,45
So the question is: Can we do that? And I think we can.,问题是：我们做得到吗？我想我们可以做到。,克 里 斯 : : : 我 要 : 我 们 。 。,10.710552263984342,0.8464270830154419,0.8547028303146362,0.8383100628852844,16
I think it's clear that we can make food  that will feed billions of people without raping the land that they live on.,我认为我们可以生产出足以养活数十亿人的粮食， 而不会损害他们赖以生存的土地。,"我 认 为 , 它 , ,   ⁇     ⁇     ⁇   , ,   ⁇     ⁇     ⁇   。",21.7954016356315,0.7759013175964355,0.7863320112228394,0.765743613243103,26
I think we can power this world with energy  that doesn't also destroy it.,我认为我们可以找到环境友好的能源 来供给世界能量。,"我 认 为 , 我 们 可 以 将 将 将 将 将 科 技 。",29.722070478348186,0.7813071012496948,0.8040491938591003,0.75981605052948,17
"I really do believe that, and, no, it ain't wishful thinking.",我确实是深信这样的理论的，这绝对不是臆想。,"我 认 为 , , , , , , , 。",2.675529997560541,0.6601385474205017,0.6667112112045288,0.6536941528320312,16
